recipe_title,description,category,tags,emoji,servings,cook_time_min,ingredient_1_name,ingredient_1_qty,ingredient_1_unit,ingredient_1_category,ingredient_1_optional,ingredient_2_name,ingredient_2_qty,ingredient_2_unit,ingredient_2_category,ingredient_2_optional,ingredient_3_name,ingredient_3_qty,ingredient_3_unit,ingredient_3_category,ingredient_3_optional,ingredient_4_name,ingredient_4_qty,ingredient_4_unit,ingredient_4_category,ingredient_4_optional,ingredient_5_name,ingredient_5_qty,ingredient_5_unit,ingredient_5_category,ingredient_5_optional,step_1,step_2,step_3,step_4,step_5,notes
Traybake Cod and Sweet Potatoes,Oven-style meal prep with carbs and vegetables.,lunch,balanced|high_protein,🥙,1,36,cod,180.0,g,protein,0,sweet potatoes,380.0,g,carb,0,peas,240.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add sweet potatoes and peas to the tray.,Step 3: Add cod and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 11 min. Cook: 25 min. Good post-session recovery.
Lean Beef Curry with Bagel,Comfort curry with a big carb base.,lunch,post_workout|high_carb,🐟,1,31,lean beef,140.0,g,protein,0,bagel,110.0,g,carb,0,avocado,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the bagel until ready.,Step 2: Cook the lean beef in a pot.,Step 3: Add avocado and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 11 min. Cook: 20 min. Solid carb base for long rides.
Traybake Shrimp and Whole Wheat Bread,Oven-style meal prep with carbs and vegetables.,lunch,quick|one_pan,🥗,1,37,shrimp,180.0,g,protein,0,whole wheat bread,110.0,g,carb,0,avocado,240.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add whole wheat bread and avocado to the tray.,Step 3: Add shrimp and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 7 min. Cook: 30 min. Easy meal prep for busy weeks.
Traybake Egg Whites and Rice Noodles,Oven-style meal prep with carbs and vegetables.,lunch,comfort|carb_forward,🍝,1,20,egg whites,220.0,ml,protein,0,rice noodles,95.0,g,carb,0,cabbage,160.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add rice noodles and cabbage to the tray.,Step 3: Add egg whites and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 6 min. Cook: 14 min. Solid carb base for long rides.
Traybake Turkey Breast and Couscous,Oven-style meal prep with carbs and vegetables.,lunch,quick|one_pan,🥙,1,22,turkey breast,200.0,g,protein,0,couscous,95.0,g,carb,0,zucchini,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add couscous and zucchini to the tray.,Step 3: Add turkey breast and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 10 min. Cook: 12 min. Easy meal prep for busy weeks.
Ham Veg Wrap,Portable wrap with carbs and protein.,lunch,high_carb|meal_prep,🍲,1,29,ham,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,broccoli,240.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the ham and season.,Step 2: Prep broccoli.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 11 min. Cook: 18 min. Good post-session recovery.
Salmon Veg Wrap,Portable wrap with carbs and protein.,lunch,post_workout|high_carb,🥑,1,36,salmon,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,tomato,240.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the salmon and season.,Step 2: Prep tomato.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 6 min. Cook: 30 min. Solid carb base for long rides.
Cod Pasta Bowl,Athlete-friendly bowl with a strong carb base.,lunch,balanced|high_protein,🍜,1,37,cod,180.0,g,protein,0,pasta,125.0,g,carb,0,rocket,160.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the cod until done.,Step 3: Cook the rocket until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 12 min. Cook: 25 min. Great for next-day training readiness.
Pork Loin Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,post_workout|high_carb,🥗,1,37,pork loin,180.0,g,protein,0,pasta,110.0,g,carb,0,avocado,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the pork loin in a pan.,Step 3: Add avocado and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 10 min. Cook: 27 min. Great for next-day training readiness.
Shrimp Stir-Fry with Bread,Quick stir-fry plus a carb base for performance.,lunch,comfort|carb_forward,🍜,1,23,shrimp,180.0,g,protein,0,bread,110.0,g,carb,0,corn,240.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the bread and set aside.,Step 2: Stir-fry the shrimp until cooked.,Step 3: Add corn and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 9 min. Cook: 14 min. Add extra salt after sweaty sessions.
Chickpeas Curry with Pasta,Comfort curry with a big carb base.,lunch,high_veg|balanced,🍝,1,40,chickpeas,200.0,g,protein,0,pasta,110.0,g,carb,0,zucchini,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the chickpeas in a pot.,Step 3: Add zucchini and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 6 min. Cook: 34 min. Solid carb base for long rides.
Beef Mince Stir-Fry with Bread,Quick stir-fry plus a carb base for performance.,lunch,high_carb|meal_prep,🍗,1,30,beef mince,140.0,g,protein,0,bread,110.0,g,carb,0,cucumber,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the bread and set aside.,Step 2: Stir-fry the beef mince until cooked.,Step 3: Add cucumber and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 5 min. Cook: 25 min. Solid carb base for long rides.
Traybake Lean Beef and Brown Rice,Oven-style meal prep with carbs and vegetables.,lunch,balanced|high_protein,🐟,1,31,lean beef,180.0,g,protein,0,brown rice,125.0,g,carb,0,peas,200.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add brown rice and peas to the tray.,Step 3: Add lean beef and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 6 min. Cook: 25 min. Add extra salt after sweaty sessions.
Seitan Veg Wrap,Portable wrap with carbs and protein.,lunch,high_carb|meal_prep,🍲,1,35,seitan,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,zucchini,160.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the seitan and season.,Step 2: Prep zucchini.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 5 min. Cook: 30 min. Easy meal prep for busy weeks.
Eggs Soup with Potatoes,"Warm, filling soup with carbs for recovery.",lunch,high_veg|balanced,🍲,1,42,eggs,2.0,unit,protein,0,potatoes,450.0,g,carb,0,bell pepper,200.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add bell pepper and cook briefly.,Step 3: Add eggs and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 11 min. Cook: 31 min. Add extra salt after sweaty sessions.
Turkey Breast Whole Wheat Bread Bowl,Athlete-friendly bowl with a strong carb base.,lunch,comfort|carb_forward,🐟,1,35,turkey breast,140.0,g,protein,0,whole wheat bread,140.0,g,carb,0,rocket,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the whole wheat bread until ready.,Step 2: Cook the turkey breast until done.,Step 3: Cook the rocket until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 9 min. Cook: 26 min. Add extra salt after sweaty sessions.
Seitan Veg Wrap,Portable wrap with carbs and protein.,lunch,comfort|carb_forward,🍜,1,18,seitan,200.0,g,protein,0,tortilla wraps,140.0,g,carb,0,bell pepper,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the seitan and season.,Step 2: Prep bell pepper.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 12 min. Cook: 6 min. Add extra salt after sweaty sessions.
Ham Curry with Potatoes,Comfort curry with a big carb base.,lunch,post_workout|high_carb,🐟,1,36,ham,180.0,g,protein,0,potatoes,450.0,g,carb,0,corn,240.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the potatoes until ready.,Step 2: Cook the ham in a pot.,Step 3: Add corn and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 9 min. Cook: 27 min. Good post-session recovery.
Tempeh Curry with Sweet Potatoes,Comfort curry with a big carb base.,lunch,balanced|high_protein,🍲,1,25,tempeh,160.0,g,protein,0,sweet potatoes,450.0,g,carb,0,spinach,240.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the sweet potatoes until ready.,Step 2: Cook the tempeh in a pot.,Step 3: Add spinach and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 9 min. Cook: 16 min. Great for next-day training readiness.
Chicken Breast Veg Wrap,Portable wrap with carbs and protein.,lunch,high_veg|balanced,🌯,1,35,chicken breast,160.0,g,protein,0,tortilla wraps,140.0,g,carb,0,avocado,240.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the chicken breast and season.,Step 2: Prep avocado.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 5 min. Cook: 30 min. Easy meal prep for busy weeks.
Black Beans Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,high_veg|balanced,🌯,1,22,black beans,160.0,g,protein,0,pasta,110.0,g,carb,0,avocado,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the black beans in a pan.,Step 3: Add avocado and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 11 min. Cook: 11 min. Solid carb base for long rides.
Beef Mince Curry with Pita Bread,Comfort curry with a big carb base.,lunch,post_workout|high_carb,🐟,1,45,beef mince,180.0,g,protein,0,pita bread,140.0,g,carb,0,mushrooms,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the pita bread until ready.,Step 2: Cook the beef mince in a pot.,Step 3: Add mushrooms and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 10 min. Cook: 35 min. Solid carb base for long rides.
Chickpeas Basmati Rice Bowl,Athlete-friendly bowl with a strong carb base.,lunch,comfort|carb_forward,🍝,1,41,chickpeas,160.0,g,protein,0,basmati rice,125.0,g,carb,0,avocado,160.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the basmati rice until ready.,Step 2: Cook the chickpeas until done.,Step 3: Cook the avocado until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 5 min. Cook: 36 min. Add extra salt after sweaty sessions.
Shrimp Stir-Fry with Bagel,Quick stir-fry plus a carb base for performance.,lunch,high_carb|meal_prep,🥙,1,37,shrimp,160.0,g,protein,0,bagel,110.0,g,carb,0,onion,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the bagel and set aside.,Step 2: Stir-fry the shrimp until cooked.,Step 3: Add onion and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 5 min. Cook: 32 min. Great for next-day training readiness.
Edamame Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,balanced|high_protein,🍲,1,16,edamame,160.0,g,protein,0,pasta,125.0,g,carb,0,kale,240.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the edamame in a pan.,Step 3: Add kale and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 9 min. Cook: 7 min. Good post-session recovery.
Seitan Veg Wrap,Portable wrap with carbs and protein.,lunch,quick|one_pan,🍜,1,19,seitan,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,garlic,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the seitan and season.,Step 2: Prep garlic.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 12 min. Cook: 7 min. Easy meal prep for busy weeks.
Traybake Edamame and White Rice,Oven-style meal prep with carbs and vegetables.,lunch,quick|one_pan,🍲,1,36,edamame,180.0,g,protein,0,white rice,125.0,g,carb,0,mushrooms,240.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add white rice and mushrooms to the tray.,Step 3: Add edamame and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 6 min. Cook: 30 min. Solid carb base for long rides.
Beef Mince Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,post_workout|high_carb,🍗,1,18,beef mince,140.0,g,protein,0,pasta,90.0,g,carb,0,zucchini,160.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the beef mince in a pan.,Step 3: Add zucchini and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 6 min. Cook: 12 min. Easy meal prep for busy weeks.
Shrimp Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,high_veg|balanced,🍗,1,36,shrimp,160.0,g,protein,0,pasta,110.0,g,carb,0,spinach,240.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the shrimp in a pan.,Step 3: Add spinach and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 5 min. Cook: 31 min. Add extra salt after sweaty sessions.
Traybake Black Beans and Pasta,Oven-style meal prep with carbs and vegetables.,lunch,quick|one_pan,🍛,1,40,black beans,200.0,g,protein,0,pasta,110.0,g,carb,0,green beans,200.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add pasta and green beans to the tray.,Step 3: Add black beans and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 12 min. Cook: 28 min. Great for next-day training readiness.
Traybake Salmon and Rice Noodles,Oven-style meal prep with carbs and vegetables.,lunch,post_workout|high_carb,🥗,1,21,salmon,140.0,g,protein,0,rice noodles,85.0,g,carb,0,cabbage,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add rice noodles and cabbage to the tray.,Step 3: Add salmon and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 11 min. Cook: 10 min. Easy meal prep for busy weeks.
Tuna Sweet Potatoes Bowl,Athlete-friendly bowl with a strong carb base.,lunch,post_workout|high_carb,🥑,1,29,tuna,160.0,g,protein,0,sweet potatoes,450.0,g,carb,0,bell pepper,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the sweet potatoes until ready.,Step 2: Cook the tuna until done.,Step 3: Cook the bell pepper until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 11 min. Cook: 18 min. Easy meal prep for busy weeks.
Lentils Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,post_workout|high_carb,🍲,1,30,lentils,200.0,g,protein,0,pasta,110.0,g,carb,0,rocket,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the lentils in a pan.,Step 3: Add rocket and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 11 min. Cook: 19 min. Easy meal prep for busy weeks.
Salmon Curry with Tortilla Wraps,Comfort curry with a big carb base.,lunch,post_workout|high_carb,🍝,1,24,salmon,160.0,g,protein,0,tortilla wraps,110.0,g,carb,0,cabbage,200.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the tortilla wraps until ready.,Step 2: Cook the salmon in a pot.,Step 3: Add cabbage and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 10 min. Cook: 14 min. Add extra salt after sweaty sessions.
Traybake Chicken Breast and Couscous,Oven-style meal prep with carbs and vegetables.,lunch,high_veg|balanced,🥙,1,42,chicken breast,160.0,g,protein,0,couscous,125.0,g,carb,0,rocket,160.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add couscous and rocket to the tray.,Step 3: Add chicken breast and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 5 min. Cook: 37 min. Add extra salt after sweaty sessions.
Lentils Veg Wrap,Portable wrap with carbs and protein.,lunch,high_carb|meal_prep,🐟,1,38,lentils,200.0,g,protein,0,tortilla wraps,140.0,g,carb,0,mushrooms,240.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the lentils and season.,Step 2: Prep mushrooms.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 30 min. Good post-session recovery.
Traybake Cod and Jasmine Rice,Oven-style meal prep with carbs and vegetables.,lunch,quick|one_pan,🍜,1,45,cod,140.0,g,protein,0,jasmine rice,125.0,g,carb,0,carrot,200.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add jasmine rice and carrot to the tray.,Step 3: Add cod and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 12 min. Cook: 33 min. Add extra salt after sweaty sessions.
Traybake Lentils and Tortilla Wraps,Oven-style meal prep with carbs and vegetables.,lunch,balanced|high_protein,🍛,1,33,lentils,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,kale,200.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add tortilla wraps and kale to the tray.,Step 3: Add lentils and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 11 min. Cook: 22 min. Solid carb base for long rides.
Tempeh Stir-Fry with Bagel,Quick stir-fry plus a carb base for performance.,lunch,post_workout|high_carb,🍗,1,38,tempeh,160.0,g,protein,0,bagel,110.0,g,carb,0,zucchini,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the bagel and set aside.,Step 2: Stir-fry the tempeh until cooked.,Step 3: Add zucchini and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 12 min. Cook: 26 min. Good post-session recovery.
Edamame Stir-Fry with Bulgur,Quick stir-fry plus a carb base for performance.,lunch,post_workout|high_carb,🥗,1,43,edamame,140.0,g,protein,0,bulgur,85.0,g,carb,0,corn,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the bulgur and set aside.,Step 2: Stir-fry the edamame until cooked.,Step 3: Add corn and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 8 min. Cook: 35 min. Solid carb base for long rides.
Lean Beef Bagel Bowl,Athlete-friendly bowl with a strong carb base.,lunch,post_workout|high_carb,🍝,1,36,lean beef,160.0,g,protein,0,bagel,160.0,g,carb,0,mushrooms,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the bagel until ready.,Step 2: Cook the lean beef until done.,Step 3: Cook the mushrooms until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 8 min. Cook: 28 min. Good post-session recovery.
Traybake Eggs and Quinoa,Oven-style meal prep with carbs and vegetables.,lunch,high_carb|meal_prep,🐟,1,22,eggs,2.0,unit,protein,0,quinoa,110.0,g,carb,0,tomato,200.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add quinoa and tomato to the tray.,Step 3: Add eggs and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 6 min. Cook: 16 min. Good post-session recovery.
Beef Mince Veg Wrap,Portable wrap with carbs and protein.,lunch,balanced|high_protein,🍚,1,23,beef mince,200.0,g,protein,0,tortilla wraps,140.0,g,carb,0,eggplant,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the beef mince and season.,Step 2: Prep eggplant.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 7 min. Cook: 16 min. Add extra salt after sweaty sessions.
Lentils Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,balanced|high_protein,🌯,1,26,lentils,160.0,g,protein,0,pasta,90.0,g,carb,0,rocket,160.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the lentils in a pan.,Step 3: Add rocket and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 9 min. Cook: 17 min. Great for next-day training readiness.
Ham Veg Wrap,Portable wrap with carbs and protein.,lunch,post_workout|high_carb,🐟,1,40,ham,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,carrot,200.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the ham and season.,Step 2: Prep carrot.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 10 min. Cook: 30 min. Easy meal prep for busy weeks.
Tempeh Curry with White Rice,Comfort curry with a big carb base.,lunch,high_carb|meal_prep,🍛,1,41,tempeh,180.0,g,protein,0,white rice,125.0,g,carb,0,rocket,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the white rice until ready.,Step 2: Cook the tempeh in a pot.,Step 3: Add rocket and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 11 min. Cook: 30 min. Good post-session recovery.
Eggs Veg Wrap,Portable wrap with carbs and protein.,lunch,high_carb|meal_prep,🍜,1,32,eggs,2.0,unit,protein,0,tortilla wraps,140.0,g,carb,0,avocado,200.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the eggs and season.,Step 2: Prep avocado.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 24 min. Add extra salt after sweaty sessions.
Traybake Pork Loin and Bulgur,Oven-style meal prep with carbs and vegetables.,lunch,high_veg|balanced,🍝,1,35,pork loin,160.0,g,protein,0,bulgur,95.0,g,carb,0,rocket,200.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add bulgur and rocket to the tray.,Step 3: Add pork loin and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 12 min. Cook: 23 min. Great for next-day training readiness.
Kidney Beans Veg Wrap,Portable wrap with carbs and protein.,lunch,quick|one_pan,🍛,1,15,kidney beans,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,onion,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the kidney beans and season.,Step 2: Prep onion.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 6 min. Cook: 9 min. Easy meal prep for busy weeks.
Edamame Soup with Bagel,"Warm, filling soup with carbs for recovery.",lunch,quick|one_pan,🥑,1,19,edamame,180.0,g,protein,0,bagel,160.0,g,carb,0,peas,240.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add peas and cook briefly.,Step 3: Add edamame and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 6 min. Cook: 13 min. Easy meal prep for busy weeks.
Traybake Sardines and Udon Noodles,Oven-style meal prep with carbs and vegetables.,lunch,balanced|high_protein,🥙,1,25,sardines,180.0,g,protein,0,udon noodles,110.0,g,carb,0,avocado,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add udon noodles and avocado to the tray.,Step 3: Add sardines and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 16 min. Good post-session recovery.
Traybake Tuna and Pasta,Oven-style meal prep with carbs and vegetables.,lunch,comfort|carb_forward,🍜,1,24,tuna,180.0,g,protein,0,pasta,110.0,g,carb,0,zucchini,160.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add pasta and zucchini to the tray.,Step 3: Add tuna and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 15 min. Good post-session recovery.
Shrimp Curry with Whole Wheat Bread,Comfort curry with a big carb base.,lunch,comfort|carb_forward,🍝,1,28,shrimp,140.0,g,protein,0,whole wheat bread,140.0,g,carb,0,mushrooms,200.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the whole wheat bread until ready.,Step 2: Cook the shrimp in a pot.,Step 3: Add mushrooms and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 9 min. Cook: 19 min. Good post-session recovery.
Sardines Curry with Pasta,Comfort curry with a big carb base.,lunch,post_workout|high_carb,🌯,1,32,sardines,140.0,g,protein,0,pasta,95.0,g,carb,0,carrot,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the sardines in a pot.,Step 3: Add carrot and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 7 min. Cook: 25 min. Add extra salt after sweaty sessions.
